-309,-316,2091
-309,-316,2091
-309,-316,2091
-309,-316,2091
-309,-316,2091
-309,-316,2091
-309,-316,2091
-309,-316,2091
-309,-316,2091
-309,-316,2091
-309,-316,2091
-309,-316,2091
-309,-316,2091
-309,-316,2091
-309,-316,2091
-309,-316,2091
-309,-316,2091
-309,-316,2091
-309,-316,2091
-309,-316,2091
-309,-316,2091
-309,-316,2091
-309,-316,2091
-309,-316,2091
-309,-316,2091
-309,-316,2091
-309,-316,2091
-309,-316,2091
-309,-316,2091
-309,-316,2091
-309,-316,2091
-309,-316,2091
-309,-316,2091
-309,-316,2091
-309,-316,2091
-309,-316,2091
-309,-316,2091
-309,-316,2091
-309,-316,2091
-309,-316,2091
-309,-316,2091
-309,-316,2091
-309,-316,2091
-309,-316,2091
-309,-316,2091
-309,-316,2091
-309,-316,2091
-309,-316,2091
-309,-316,2091
-309,-316,2091
-309,-316,2091
-309,-316,2091
-309,-316,2091
-309,-316,2091
-309,-316,2091
-309,-316,2091
-309,-316,2091
-309,-316,2091
-309,-316,2091
-309,-316,2091
-309,-316,2091
-309,-316,2091
-309,-316,2091
-309,-316,2091
-309,-316,2091
-309,-316,2091
-309,-316,2091
-309,-316,2091
-309,-316,2091
-309,-316,2091
-309,-316,2091
-309,-316,2091
347,-327,1952
361,-287,1957
347,-237,1911
352,-208,1811
408,-187,1704
416,-96,1674
425,-103,1723
410,-19,1793
352,-96,1947
376,-81,2021
371,-90,2063
358,-174,2078
383,-248,2062
375,-337,2033
